,nature_rate
בוסתן הגליל,1.2151834950027414
בועיינה-נוג'ידאת,0.8711194252189695
בוקעאתא,0.9906939365795382
בורגתה,0.26112291148612937
בחן,0.2176684607648599
בטחה,0.7208135676267576
"בי""ס אזורי מקיף (אשר)",0.8509137138291352
ביצרון,0.5093578501661701
ביר אל-מכסור,0.9693673912784224
ביר הדאג',1.5777587905125874
בירייה,1.3829450576188065
בית אורן,2.170259018151747
בית אל,0.6066587160272188
בית אלעזרי,0.4355555238224631
בית אלפא,1.1685660736492476
בית אריה-עופרים,1.2252188534889845
בית ברל,0.4138081522408627
בית ג'ן,2.542168547818345
בית גוברין,1.3070055875279676
בית גמליאל,0.4766766966775581
בית דגן,0.3551320093546036
בית הגדי,0.564044865396102
בית הלוי,0.3376835127010091
בית הלל,0.7587794807382402
בית העמק,0.8123023809602524
בית הערבה,0.9222352059720409
בית השיטה,0.7607074332194362
בית זיד,1.3051845773271884
בית זית,1.02457475828106
בית זרע,1.0691177677505335
בית חולים פוריה,0.7539479397729232
בית חורון,0.5959922228189698
בית חירות,0.9866625054764792
בית חלקיה,0.4366388649064864
בית חנן,0.9570201486129102
בית חנניה,0.7835022952248678
בית חשמונאי,0.5298760967536918
בית יהושע,0.8563624454042195
בית יוסף,1.0071904109983765
בית ינאי,1.0921139303727814
בית יצחק-שער חפר,0.4261257673055493
בית לחם הגלילית,1.2708008150008576
בית מאיר,2.9436836315297
בית נחמיה,0.850372740434972
בית ניר,0.7896672475152482
בית נקופה,1.1614956566683992
בית עובד,0.7646726606249145
בית עוזיאל,0.6653667055917314
בית עזרא,1.157010141235876
בית עריף,0.6743167149433367
בית צבי,1.481597364186414
בית קמה,0.8666264726929407
בית קשת,0.6941948799891239
בית רבן,0.5105839312116809
בית רימון,1.0262275492611257
בית שאן,1.0273365395244494
בית שמש,0.9558979915223016
בית שערים,0.8533830322655708
בית שקמה,0.6957861896273893
ביתן אהרן,0.7912730502110022
ביתר עילית,1.0047111782062188
בלפוריה,0.4741844877817742
בן זכאי,0.5471074175494117
בן עמי,0.9130362969642115
בן שמן (כפר נוער),0.49699013281342574
בן שמן (מושב),0.46452376850003785
בני ברק,0.46460650656321445
בני דקלים,1.406328048248011
בני דרום,0.6547877361736236
בני דרור,0.48906972660791653
בני יהודה,1.2063983076191
בני נצרים,1.1886334025285887
בני עטרות,0.5184950607440602
"בני עי""ש",0.45165772333285575
בני ציון,0.7430595544711883
בני ראם,0.4465202847180937
בניה,0.4752342223228578
בנימינה-גבעת עדה*,0.6968054579858342
"בסמ""ה",0.9535956174054765
בסמת טבעון,1.6630609306454107
בענה,1.3957609175298182
בצרה,0.6152302293167607
בצת,0.9634725067589476
בקוע,0.5907483668799157
בקעות,0.9430640129413826
"בקעת נטופה מ""א 56",1.3561698043875319
"בקעת תירען מ""א 3",1.6418767323361487
בר-לב,0.7972170356881965
בר גיורא,1.5797109742172908
בר יוחאי,1.6161458065336693
ברוכין,0.7042898148682668
ברור חיל,0.6830519999609794
ברוש,0.6841781958780859
ברכה,0.44277403011217664
ברכיה,0.7709210527894127
ברעם,1.2537615240670532
ברק,0.3557611295664411
ברקאי,0.45015909105325813
ברקן,0.6415008358149643
ברקת,0.779838116966613
בת הדר,0.7499238079003199
בת חן,0.8655249574635353
בת חפר,0.2106831296045969
בת ים,0.4441395731922491
בת עין,0.8632131432014357
בת שלמה,1.3079598620515576
בתי זיקוק - קישון,0.9380487798258484
ג'דיידה-מכר,0.7475514809872876
ג'ולס,0.8280201056775228
ג'לג'וליה,0.4737948502432267
ג'נאביב (שבט),0.9439028856763331
ג'סר א-זרקא,1.0874230408683407
ג'ש (גוש חלב),1.488458463706112
ג'ת,0.23883178538436453
גאולי תימן,0.7803668842436171
גאולים,0.29957393310091246
גאליה,0.5771066375917865
גבולות,1.0528295683120399
גבים,0.5163986701279967
גבע,0.6091506386436223
גבע בנימין,0.7211517368187432
גבע כרמל,1.3075172609096901
גבעולים,0.7466540697987527
גבעון החדשה,0.7019157041554809
גבעות בר,0.6665960479760717
גבעת אבני,0.8746407153904501
גבעת אלה,0.9848005914278247
גבעת ברנר,0.41948992745477715
גבעת השלושה,1.1236556094787034
גבעת זאב,0.676550815423918
"גבעת ח""ן",0.5765289101650753
גבעת חביבה,0.3764562465999268
גבעת חיים (איחוד),0.44224977938787485
גבעת חיים (מאוחד),0.4292727153822909
גבעת יואב,1.4011801608489458
גבעת יערים,1.2380681938560951
גבעת ישעיהו,0.965885918347465
"גבעת כ""ח",0.6597647346224279
"גבעת ניל""י",1.033736887317158
גבעת עוז,0.4374231526750547
גבעת שמואל,0.46008300405308805
גבעת שמש,0.6474757655615867
גבעת שפירא,0.8012516002135933
גבעתי,0.8480054101847156
גבעתיים,0.3948735635695925
גברעם,0.9777499094018465
גבת,0.6557790055435311
גדות,1.145491701174323
גדיש,0.36729423309234666
גדעונה,1.1762026224426876
גדרה,0.4324259658807975
"גולן דרומי מ""א 71",1.8581475712978013
"גולן צפוני מ""א 71",1.2789889519064346
"גולן תיכון מ""א 71",2.9840346322707902
גונן,1.1769508777824038
גורן,1.5786600223234921
גורנות הגליל,1.6638127162558234
גזית,0.9271913927968388
גזר,0.6987093974948048
גיאה,0.7040254058146873
גיבתון,0.44039000681771473
גיזו,0.5764442645909992
גילון,0.978462128684635
גילת,0.7136438639312807
גינוסר,1.2202854503716547
גיניגר,0.5312957941412939
גינתון,0.4539241915664778
גיתה,1.747107676926136
גיתית,0.9288292302742822
גלאון,0.768424639955777
גלגל,0.8764006143953861
גליל ים,0.6463783437279819
"גליל עליון מז מ""א 1",2.545154401837358
"גליל עליון מז מ""א 2",1.5105232933984294
"גליל עליון מז מ""א 55",1.6397095508521655
"גליל עליון מז של""ש",1.8761370239324915
"גליל תחתון מז מ""א 2",1.7888996799722383
"גליל תחתון מז מ""א 3",0.9567143493551791
"גליל תחתון מז מ""א 6",1.723938655684481
"גליל תחתון מז של""ש",1.3798918649626697
גלעד (אבן יצחק),1.3398136557945521
גמזו,0.4796786050274305
גן הדרום,0.5982019863119294
גן השומרון,0.3927960484719748
גן חיים,0.468536519111662
גן יאשיה,0.3047381894081734
גן יבנה,0.5852221511350557
גן נר,0.6349606250192269
גן שורק,0.8220689479272396
גן שלמה,0.4302274483167909
גן שמואל,0.4573947015350516
גנות,0.35274158442714604
גנות הדר,0.3945291654912623
גני הדר,0.43886708265309093
גני טל,0.4303727836785811
גני יוחנן,0.4079259890643158
גני מודיעין,0.5827500704520314
גני עם,0.6438133507422864
גני תקווה,0.4485726468475886
געש,1.3940288275252346
געתון,1.3426461570849526
גפן,0.5583669947167476
גרופית,1.6693304038259027
גשור,0.9029756737157238
גשר,1.411098238774128
גשר הזיו,1.1004504632939882
גת (קיבוץ),0.641178096030117
גת רימון,0.48750640073732265
דאלית אל-כרמל,2.6540925943735623
דבורה,0.3606364735810988
דבורייה,0.9074561623497476
דבירה,0.9597535492587743
דברת,0.5253705539656052
דגניה א',0.9038930535104659
דגניה ב',0.9005603192183484
"דוב""ב",1.6722823668805293
דולב,0.8321610349303742
דור,1.0997829348818489
דורות,0.649602718822764
דחי,0.5510966465868867
דייר אל-אסד,1.3422013724476864
דייר חנא,0.9733006437117265
דייר ראפאת,0.6261057578439706
דימונה,1.371889613668545
דישון,1.6823332065588028
דלייה,1.3279185848052493
דלתון,1.5426060818131355
דמיידה,0.9078476447972961
דן,1.487724153410903
דפנה,1.3529532536583013
דקל,1.0124619736744926
"דרום השרון מ""א 20",0.5497448003533011
"דרום השרון של""ש",0.5548168668103248
דריג'את,1.1185103811958723
האון,1.0278285935959999
הבונים,2.9763138265952644
הגושרים,1.1892843481668511
הדר עם,0.4247663177749632
הוד השרון,0.6484683852685377
הודיות,0.9470673889458017
הודייה,0.7497039859513762
הוואשלה (שבט),1.1284351135373456
הוזייל (שבט),0.6978388712451442
הושעיה,1.2561315339609378
הזורע,0.8662252674109552
הזורעים,0.8274700271513085
החותרים,1.274704057066953
היוגב,0.4891248418745636
הילה,2.634293243103813
המעפיל,0.2823397978917254
המרכז למחקר-נחל שורק,0.9387935091756866
הסוללים,1.4419726879601773
העוגן,0.3759267286270412
"הערבה מ""א 53",1.6129391871716108
"הערבה מ""א 54",1.4992324484294528
הר אדר,0.8833751901384982
"הר אלכסנדר מ""א 14",1.129967952729184
"הר אלכסנדר מ""א 45",2.0396223457689833
"הר אלכסנדר של""ש",0.8278781704444135
הר גילה,0.8815877869903379
"הר הנגב הדרומי מ""א 48",1.979518590371548
"הר הנגב הדרומי מ""א 53",2.3002189625153235
"הר הנגב הדרומי מ""א 54",3.8649561239613983
"הר הנגב הצפוני מ""א 48",2.275919599262361
"הר הנגב הצפוני מ""א 51",2.290204647800266
"הר הנגב הצפוני מ""א 53",2.205921355406337
"הר הנגב הצפוני מ""א 54",2.0560358666224596
הר עמשא,2.194233148275497
הראל,0.6118961399548823
הרדוף,1.1442890922744469
"הרי יהודה מ""א 26",2.293223405652054
הרי נצרת-תירען,0.7123285879435016
"הרי נצרת-תירען מ""א 9",1.3346937699550045
הרצלייה,0.6947782076400231
הררית,0.894569825063708
השומרון,0.47416992305779576
ורד יריחו,0.8610067904334178
ורדון,0.5976811125953257
זבארגה (שבט),0.9172044313745531
זבדיאל,0.5511707965029233
זוהר,0.5892724485190446
זיקים,1.6010785471955369
זיתן,0.4016496408069235
זכרון יעקב,0.9930507415409814
זכריה,0.8425838471533311
זמר,0.20673755756497456
זמרת,0.5012712212942335
זנוח,1.074314545928635
זרועה,0.533387052616327
זרזיר,1.023036156082404
זרחיה,0.5326677528101007
ח'ואלד,1.2845119641794078
ח'ואלד (שבט),1.3115945587815485
חבצלת השרון,0.7461494779854074
חבר,0.3581564666765025
חגור,0.5892245403758188
חגי,0.7889032997240233
חגלה,0.44350003162762913
חד-נס,1.787149978743172
חדיד,0.5525069293911589
חדרה,0.5258436598703583
חוג'ייראת (ד'הרה) (שבט),1.2695068635513278
חולדה,0.4767708462966027
חולון,0.39689823983190003
חולית,0.678198075254035
חולתה,1.2448499952042131
חוסן,1.3409267790257442
חוסנייה,1.2295674360126265
"חוף הכרמל מ""א 15",1.3791056470331837
חופית,1.315692756184175
חוקוק,1.7789329489527992
חורה,0.79326059341649
חורפיש,1.48192360368298
חורשים,0.4866028994355224
חזון,1.3949500155125452
חיבת ציון,0.6267764222693554
חיננית,0.4744860907138891
חיפה,0.9569337613158727
חירות,0.43350746928608747
חלוץ,1.3378685810823783
חלץ,0.6390773217441547
"חמ""ד",0.3548743050308213
חמאם,2.3187630222685516
חמדיה,0.9240087408677204
חמדת,1.535804330257418
חמרה,0.7948237615221069
חניאל,0.283783292298273
חניתה,1.6777228206654717
חנתון,1.1749520676216265
חספין,0.8587116236605898
חפץ חיים,0.4305091723264241
חפצי-בה,1.5112981767696867
חצב,0.446917339680545
חצבה,1.6845540238961947
חצור-אשדוד,0.556695940132348
חצור הגלילית,1.3034470168227357
חצרים,0.8839276367672363
חרב לאת,0.5899399890226285
חרוצים,0.9370706332362473
חריש,0.37298620226818996
"חרמון מ""א 71",6.389805018411805
חרמש,0.29379250175602467
חרשים,1.483190363457963
חשמונאים,0.5786773555757906
טבריה,0.9378956152550615
טובא-זנגרייה,1.9291800717549439
טורעאן,0.928137954533236
טייבה,0.333522188445347
טייבה (בעמק),0.8856675904916559
טירה,0.3497105787390009
טירת יהודה,0.6629450506453658
טירת כרמל,1.2813639613498469
טירת צבי,0.7926276316071724
טל-אל,0.7901097925305189
טל שחר,0.5087330187940574
טללים,1.4032095455883078
טלמון,0.8230725172491067
טמרה,0.7330896961639803
טמרה (יזרעאל),0.6416051116450533
טנא,0.879490118594459
טפחות,1.1832015348466511
יאנוח-ג'ת,1.3395885259144467
יבול,0.893418650861918
יבנאל,0.9412662973127769
יבנה,0.612376717349538
יגור,1.4645520909768655
יגל,0.3854926091254254
יד בנימין,0.44080781028599214
יד השמונה,1.276786663737288
יד חנה,0.21505850727939882
יד מרדכי,0.917906137793811
יד נתן,0.5442846229292027
"יד רמב""ם",0.4401531486261065
ידידה,1.1399248163590434
יהוד-מונוסון,0.4256555669362687
יהל,1.755624873862714
יובל,0.812646311530529
יובלים,1.1301564264707855
יודפת,1.6643144845369493
יונתן,1.187871644121516
יושיביה,0.5298773476250243
יזרעאל,0.4702446865062467
יחיעם,2.0310531816496287
יטבתה,1.5957662327616484
"ייט""ב",0.7992242155518409
יכיני,0.5003137674600671
ים המלח - בתי מלון,1.653584650099532
ינוב,0.28601113045043497
ינון,0.4852919814578606
יסוד המעלה,1.3273893004990915
יסודות,0.4394822523087412
יסעור,0.7189426176655643
יעד,0.9715813015161878
יעל,0.42889603878760096
יעף,0.29710144383354753
יערה,1.1562314376305785
"יערות גבעת המורה מ""א 9",0.7501559839058137
יפיע,0.5869384248736477
יפית,1.366073151684249
יפעת,0.6557688933749137
יפתח,1.6222864915275836
יצהר,0.4023432218805255
יציץ,0.49227253458627107
יקום,1.290862293604723
יקיר,1.7227779358078568
יקנעם (מושבה),0.9362559962882347
יקנעם עילית,1.0621756605575736
יראון,1.1645912806659189
ירדנה,0.8725020643734401
ירוחם,1.6916967142137849
ירושלים,0.8624590752448005
ירחיב,0.44032908916976005
ירכא,0.97663086122101
ירקונה,0.7420097142314952
ישע,0.8047257587430169
ישעי,0.8305615104231716
ישרש,0.44454143440217886
יתד,0.825870733473215
כאבול,0.8044192987817698
כאוכב אבו אל-היג'א,1.2335244722246481
כברי,0.8653960341964297
כדורי,0.8122769080683885
כדיתה,1.4959286653500632
כוכב השחר,1.1920112172760438
כוכב יאיר,0.3964520401420327
כוכב יעקב,0.5422742076672091
כוכב מיכאל,0.5687943819346271
כורזים,1.3940225897287906
כחל,1.6051104744113873
כחלה,0.9654013880504955
כיסופים,0.47302066606546966
כישור,1.2736293761193562
כליל,1.0648256333781032
כלנית,1.5189495044216526
כמאנה,1.5849765853310764
כמהין,1.358012088701046
כמון,1.7276913081411331
כנות,0.45898175770331345
כנף,1.0296225198833775
כנרת (מושבה),0.8439467328809169
כנרת (קבוצה),0.9132312459489178
כסיפה,1.0510640596899763
כסלון,1.8161119511904102
כסרא-סמיע,1.4309545685751603
כעביה-טבאש-חג'אג'רה,1.9267112396846477
כפר אביב,0.5841104879817502
כפר אדומים,2.0590689210827646
כפר אוריה,0.6109125669015416
כפר אחים,0.4913389999109101
כפר ביאליק,0.7952326825729612
"כפר ביל""ו",0.40118139989429474
כפר בלום,0.8079509457228492
כפר בן נון,0.7130914007022664
כפר ברא,0.5137057172403245
כפר ברוך,0.5834515791063447
כפר גדעון,0.4919629973258725
כפר גלים,1.2243575781072769
כפר גליקסון,0.7483381982923135
כפר גלעדי,1.0198165159495507
כפר דניאל,0.46394023113474614
כפר האורנים,0.5994187936693635
כפר החורש,0.6829748316427859
כפר המכבי,0.9324853608510855
כפר הנגיד,0.6595231744981687
כפר הנוער הדתי,1.4136493101766132
כפר הנשיא,1.622384219823129
כפר הס,0.36925050397731346
"כפר הרא""ה",0.59180103660844
"כפר הרי""ף",0.4847512807234671
כפר ויתקין,1.0651793286008544
כפר ורבורג,0.5520731816855661
כפר ורדים,1.2254246831340314
כפר זוהרים,1.2284779451997887
כפר זיתים,1.593737327164333
"כפר חב""ד",0.35659474334571145
כפר חושן,1.5774936765012504
כפר חיטים,1.172295837669749
כפר חיים,0.44469619856035697
כפר חנניה,1.470089577258092
כפר חסידים א',1.3162682743701424
כפר חסידים ב',1.3144409058687043
כפר חרוב,1.7888195740870596
כפר טרומן,0.5432968073907882
כפר יאסיף,0.7826684937668733
כפר ידידיה,0.4254323156007345
כפר יהושע,0.8574031935667592
כפר יונה,0.31636514659295933
כפר יחזקאל,0.6106209908522213
כפר יעבץ,0.2890427575097892
כפר כמא,0.7901531583975783
כפר כנא,0.7543114545378471
כפר מונש,0.3815345790544738
כפר מימון,0.5487302675409181
"כפר מל""ל",0.5389759119841315
כפר מנדא,1.3682920899018218
כפר מנחם,0.6163860158524999
כפר מסריק,0.8795757079036737
כפר מצר,0.7188148619330842
כפר מרדכי,0.4654839609915644
כפר נטר,0.6426961851920584
כפר סאלד,1.0274285872704496
כפר סבא,0.46428208314853336
כפר סילבר,0.8465433052100862
כפר סירקין,0.6767107351763078
כפר עבודה,0.3446485977053931
כפר עזה,0.44712759079680475
כפר עציון,0.8572277617434974
כפר פינס,0.47249676105820476
כפר קאסם,0.5772397678880763
כפר קיש,0.8673723720185081
כפר קרע,0.677494913667435
כפר ראש הנקרה,1.0879203085594928
כפר רוזנואלד (זרעית),0.913045981508651
כפר רופין,1.0576806872565478
כפר רות,0.6621432977713829
כפר שמאי,1.7048921994335369
כפר שמואל,0.5393407840659987
כפר שמריהו,0.9749271222163584
כפר תבור,0.788040354466809
כפר תפוח,0.3241570633753348
כרכום,1.8820746191302333
כרם בן זמרה,1.4702354293840323
כרם בן שמן,0.5181401460485939
כרם יבנה (ישיבה),0.5377273401912508
"כרם מהר""ל",1.504538407634724
כרם שלום,0.5432613413573979
כרמי יוסף,1.0759195827949073
כרמי צור,0.8369689721702173
כרמי קטיף,1.6495233917025773
כרמיאל,1.396238760538374
כרמייה,1.1722116780271434
כרמים,0.797129352117697
כרמל,0.8350905318395918
לבון,2.133921259218027
לביא,0.9796117224422698
לבנים,1.9486035135173778
להב,1.1131625226138475
להבות הבשן,1.0766551052317042
להבות חביבה,0.2640384269638204
להבים,0.7941092049623539
לוד,0.38629889811564944
לוזית,0.7472607605245145
לוחמי הגיטאות,1.0748771973091855
לוטם,1.1377553023912428
לוטן,1.5354170797148339
לימן,1.131575835911872
לכיש,1.4285456453839194
לפיד,0.6123936651667744
לפידות,1.7565291700415246
לקיה,0.7837445558605379
מאור,0.3439158457156791
מאיר שפיה,0.9943817128785971
מבוא ביתר,1.2738964126487653
מבוא דותן,0.4365026358661046
מבוא חורון,1.2268593866869575
מבוא חמה,1.902407575986694
מבוא מודיעים,0.5715097522640223
מבואות ים,1.5791041741181702
מבואות יריחו,0.8324840705189467
מבועים,0.5794254654537568
מבטחים,0.8498862600826225
מבקיעים,0.8967266745429634
מבשרת ציון,1.056181648886307
מג'ד אל-כרום,1.0780552761077904
מג'דל שמס,1.3989923302189136
מגאר,1.2306375517001198
מגדים,1.3984929711040135
מגדל,1.4305706383360586
מגדל העמק,0.6279916160753707
מגדל עוז,1.4576044081569575
מגדל תפן,1.3726519761726474
מגדלים,0.5556480910865161
מגידו,0.7721761406760945
מגל,0.22400350394754664
מגן,0.7755809961244028
מגן שאול,0.42565185699466873
מגשימים,0.4771547834670259
מדרך עוז,0.6431677311127237
מדרשת בן גוריון,1.926044693523658
מדרשת רופין,0.4299692593640597
מודיעין-מכבים-רעות*,0.9003329409864507
מודיעין עילית,0.5696315669845436
מולדת,0.7861263463488413
מוצא עילית,1.0391589248049886
מוקייבלה,0.3930735219237503
מורן,1.4880478027916861
מורשת,0.9749069509257945
מזור,0.6009009979675863
מזכרת בתיה,0.41930848215673316
"מזרח השרון מ""א 16",0.3076600597834836
"מזרח השרון מ""א 18",0.23041297218730528
מזרע,0.4820328043956319
מזרעה,1.0773448979719489
מחולה,0.8332866649007525
מחנה הילה*,0.8378648210368205
מחנה טלי*,1.5063969559989883
מחנה יהודית*,0.6756560467914077
מחנה יוכבד*,1.6325929392278271
מחנה יפה*,1.0447670473576016
מחנה יתיר,1.011808464901276
מחנה מרים*,0.5547697650993345
מחנה תל נוף*,0.40552739941374016
מחניים,1.2752012823406456
